id,family_name,first_name,nameid,miscellaneous,submit_date
1085,Willis,Nicole,"Willis,Nicole",,
1086,Xue,Liang,"Xue,Liang",,
1087,Yalcin,Serpil,"Yalcin,Serpil",,
1088,Yang,Yi,"Yang,Yi",,
1089,Yoon,Inseok,"Yoon,Inseok",,
1090,Jang,Woo-Young,"Jang,Woo-Young",,
1091,Zhou,SuiJian,"Zhou,SuiJian",,
1092,Abernethy,Phillip,"Abernethy,Phillip","",
1093,Baburov,Leon,"Baburov,Leon","",
1094,Balestri,Thomas,"Balestri,Thomas","",
1095,Bandara,Nerangika,"Bandara,Nerangika","",
1096,Bhom,Jihyun,"Bhom,Jihyun","",
1097,Carollo,Alexa,"Carollo,Alexa","",
1098,DeBlasio,Katherine,"DeBlasio,Katherine","",
1099,Faroughy,Cyrus,"Faroughy,Cyrus","",
1100,Foster,Susan,"Foster,Susan","",
1101,Greenland,Kelly,"Greenland,Kelly","",
1102,Han,Seyoung,"Han,Seyoung","",
1103,Homer,John,"Homer,John","",
1104,Hong,Hyunseong,"Hong,Hyunseong","",
1105,Horiuchi,Satoshi,"Horiuchi,Satoshi","",
1106,Ikpatt,Frederick,"Ikpatt,Frederick","",
1107,Kanda,Sohtaro,"Kanda,Sohtaro","",
1108,Kanno,Koki,"Kanno,Koki","",
1109,Kihara,Koichi,"Kihara,Koichi","",
1110,Kim,Dahee,"Kim,Dahee","",
1111,Lynch,Morgan,"Lynch,Morgan","",
1112,Mandelbaum,Ryan,"Mandelbaum,Ryan","",
1113,McLean,Charlee,"McLean,Charlee","",
1114,Montuenga,Pedro,"Montuenga,Pedro","",
1115,Moocarme,Matthew,"Moocarme,Matthew","",
1116,Nakai,Wataru,"Nakai,Wataru","",
1117,Nikolaus,Walker,"Nikolaus,Walker","",
1118,Ozaki,Hitomi,"Ozaki,Hitomi","",
1119,Park,Hyemin,"Park,Hyemin","",
1120,Qin,Chuan,"Qin,Chuan","",
1121,Radhakrishnan,Sooraj,"Radhakrishnan,Sooraj","",
1122,Rasanen,Sami,"Rasanen,Sami","",
1123,Schaefer,Brennan,"Schaefer,Brennan","",
1124,Schmoll,Brandon,"Schmoll,Brandon","",
1125,Schweid,Benjamin,"Schweid,Benjamin","",
1126,Solomon,Mathew,"Solomon,Mathew","",
1127,Stevens,Lauren,"Stevens,Lauren","",
1128,Tanaka,Naoto,"Tanaka,Naoto","",
1129,Tate,Aric,"Tate,Aric","",
1130,Towell,Ramsey,"Towell,Ramsey","",
1131,Tullo,Andrew,"Tullo,Andrew","",
1132,Vayl,Steven,"Vayl,Steven","",
1133,Wallace,Cora,"Wallace,Cora","",
1134,Young,Michael,"Young,Michael","",
1135,Zarndt,Emily,"Zarndt,Emily","",
1136,Zumberge,Christopher,"Zumberge,Christopher","",
1137,Benjamin,George,"Benjamin,George","",
1138,deSilva,Dasith,"deSilva,Dasith","",
1139,Jung,InSu,"Jung,InSu","",
1141,Lynn,Spenser,"Lynn,Spenser","",
1142,vonSteinkirch,Marina,"vonSteinkirch,Marina","",
1143,Yang,KeunTae,"Yang,KeunTae","",
1145,Miller,Andrew,"Miller,Andrew","",
1146,Pinson,Ryan,"Pinson,Ryan","",
1147,Towell,Marshall,"Towell,Marshall","",
1148,Anand,Kunaal,"Anand,Kunaal","",
1149,Anderson,Alexander,"Anderson,Alexander","",
240,Stewering,Joern,"Stewering,Joern",,
1150,Belyaev,Spartak,"Belyaev,Spartak","",
1151,Bergstrom,Andrew,"Bergstrom,Andrew","",
1152,Bobrek,Miljko,"Bobrek,Miljko","",
1153,Bowen,James,"Bowen,James","",
1203,Phillips,Michael,"Phillips,Michael","",
1155,Burleson-Lesser,Kate,"Burleson-Lesser,Kate","",
1156,Cervantes,Raphael,"Cervantes,Raphael","",
1157,Chollet,Simon,"Chollet,Simon","",
1158,David,Yonatan,"David,Yonatan","",
1159,Debraine,Alain,"Debraine,Alain","",
1160,Dewald,Andrew,"Dewald,Andrew","",
1161,Dotsenko,Andrey,"Dotsenko,Andrey","",
1162,Eberle,Louisa,"Eberle,Louisa","",
1163,Eggleston,Michael,"Eggleston,Michael","",
1164,Ermolov,Pavel,"Ermolov,Pavel","",
1165,Garcia,Louis,"Garcia,Louis","",
1166,Gastaldi,Franck,"Gastaldi,Franck","",
1167,Ghergherechi,Mitra,"Ghergherechi,Mitra","",
1168,Goers,Andrew,"Goers,Andrew","",
1169,Gurian,Ryan,"Gurian,Ryan","",
1170,Haddad,Matthew,"Haddad,Matthew","",
1171,Hansen,David,"Hansen,David","",
1172,Havranek,Miroslav,"Havranek,Miroslav","",
1173,Hoefferkamp,Martin,"Hoefferkamp,Martin","",
1174,Holthaus,Derek,"Holthaus,Derek","",
1175,Hulsebus,Alan,"Hulsebus,Alan","",
1176,Ivanov,Vladimir,"Ivanov,Vladimir","",
1177,Karadjev,Karen,"Karadjev,Karen","",
1178,Kaskela,Antti,"Kaskela,Antti","",
1179,Kluberg,Louis,"Kluberg,Louis","",
1180,Kravtsov,Peter,"Kravtsov,Peter","",
1181,Krichevsky,Rafael,"Krichevsky,Rafael","",
1182,Krichevsky,Spencer,"Krichevsky,Spencer","",
1183,Kuriyama,Marcel,"Kuriyama,Marcel","",
1184,Kwan,Alexis,"Kwan,Alexis","",
1185,Lebedev,Valery,"Lebedev,Valery","",
1186,Lefferts,Richard,"Lefferts,Richard","",
1187,Lipski,Andrzej,"Lipski,Andrzej","",
1188,Lockner,Matthew,"Lockner,Matthew","",
1189,Marcisovsky,Michal,"Marcisovsky,Michal","",
1190,McKay,Roy,"McKay,Roy","",
1191,Menegasso,Ricardo,"Menegasso,Ricardo","",
1192,Migulina,Irina,"Migulina,Irina","",
1594,Capobianco-Hogan,Kyle,"Capobianco-Hogan,Kyle",,2014-07-21 17:02:37.081079
1194,Moy,Martin,"Moy,Martin","",
1195,Murakami,Haruna,"Murakami,Haruna","",
1196,Murrell,Quin,"Murrell,Quin","",
1643,Takeda,Akari,"Takeda,Akari",,2015-12-16 21:55:11.390968
1198,Nieves,Rachel,"Nieves,Rachel","",
1199,Ninomiya,Kazushi,"Ninomiya,Kazushi","",
1200,Obara,Yuki,"Obara,Yuki","",
1202,Patel,Milap,"Patel,Milap","",
1204,Popule,Jiri,"Popule,Jiri","",
1205,Root,Geoffrey,"Root,Geoffrey","",
1206,Sa,Benhao,"Sa,Benhao","",
1207,Shafto,Eugene,"Shafto,Eugene","",
1208,Shibukawa,Takuya,"Shibukawa,Takuya","",
1209,Simpson,Jessica,"Simpson,Jessica","",
1210,Sippach,William,"Sippach,William","",
1211,Sluneckova,Viera,"Sluneckova,Viera","",
1212,Spears,Cannon,"Spears,Cannon","",
1213,Strack,Jason,"Strack,Jason","",
1214,Suzuki,Kenta,"Suzuki,Kenta","",
1215,Trofimov,Victor,"Trofimov,Victor","",
1216,Usher,William,"Usher,William","",
1217,Watson,Shon,"Watson,Shon","",
1218,Yamashita,Satoru,"Yamashita,Satoru","",
1219,Ye,Li,"Ye,Li","",
1220,Ye,Yanlin,"Ye,Yanlin","",
1221,Yu,Haiwang,"Yu,Haiwang","",
1222,Zajac,Stephanie,"Zajac,Stephanie","",
1223,Zhalov,Mikhael,"Zhalov,Mikhael","",
1224,Zhang,Hongbin,"Zhang,Hongbin","",
1225,Zhang,Li,"Zhang,Li","",
1226,Zhou,Jing,"Zhou,Jing","",
1227,Bazilev,Sergi,"Bazilev,Sergi","",
1228,Dryablov,Dmitry,"Dryablov,Dmitry","",
1229,Funato,Ryo,"Funato,Ryo","",
1230,Hutchins,Jerry,"Hutchins,Jerry","",
1231,Kanner,Mark,"Kanner,Mark","",
1232,Kim,Hongmin,"Kim,Hongmin","",
1233,Mateo,Katherine,"Mateo,Katherine","",
1234,Nomura,Kyoko,"Nomura,Kyoko","",
1235,Sakata,Dousatsu,"Sakata,Dousatsu","",
1236,Sicho,Petr,"Sicho,Petr","",
1237,Slepnev,Ilia,"Slepnev,Ilia","",
1238,Slepnev,Vyacheslav,"Slepnev,Vyacheslav","",
1239,Son,JaeSung,"Son,JaeSung","",
1240,Srivastava,Prashan_Kumar,"Srivastava,Prashan_Kumar","",
1241,Suleimanov,Mais,"Suleimanov,Mais","",
1242,Yun,Young-Bin,"Yun,Young-Bin","",
1243,Zamyatin,Nikolai,"Zamyatin,Nikolai","",
1244,Baker,Mark,"Baker,Mark","",
1245,Hegyi,Sandor,"Hegyi,Sandor","",
1246,Kakurai,Takuya,"Kakurai,Takuya","",
1247,Takagi,Atsuko,"Takagi,Atsuko","",
1248,Takeuchi,Toshimasa,"Takeuchi,Toshimasa","",
1249,Yokoyama,Hiroki,"Yokoyama,Hiroki","",
1250,Burnap,Alex,"Burnap,Alex","",
1251,Gee,Tim,"Gee,Tim","",
1252,Haki,Yosuke,"Haki,Yosuke","",
1253,Heine,Norbert,"Heine,Norbert","",
1254,Jagadish,Usha,"Jagadish,Usha","",
1255,Jones_Jr,John,"Jones_Jr,John","",
1256,Langin,ThomasKarl,"Langin,ThomasKarl","",
1257,Li,Chengbo,"Li,Chengbo","",
1258,Mishustin,Nikolai,"Mishustin,Nikolai","",
1259,Nikolaev,Serguei,"Nikolaev,Serguei","",
1260,Sekine,Hiroki,"Sekine,Hiroki","",
1261,Sibiryak,Iouri,"Sibiryak,Iouri","",
1262,Smith,David,"Smith,David","",
1263,Smith,Melissa,"Smith,Melissa","",
1264,Tsvetkov,Andrey,"Tsvetkov,Andrey","",
1265,Vasiliev,Andrey,"Vasiliev,Andrey","",
1266,Verhoeven,Wolfgang,"Verhoeven,Wolfgang","",
1267,Whitus,Bobby,"Whitus,Bobby","",
1268,Yin,Meng,"Yin,Meng","",
1269,Chalermsongsak,Tara,"Chalermsongsak,Tara","",
1270,Hiei,Ayako,"Hiei,Ayako","",
1271,Kuo,Tzu-Ling,"Kuo,Tzu-Ling","",
1272,Kurtz,Jean,"Kurtz,Jean","",
1197,Nagashima,Kazuya,"Nagashima,Kazuya","",
1273,Na,Mi-Eun,"Na,Mi-Eun","",
1275,Young,Daniel,"Young,Daniel","",
1276,Zaballa,Robert,"Zaballa,Robert","",
1277,Adcox,Kara,"Adcox,Kara","",
1278,Ahn,HyoEun,"Ahn,HyoEun","",
1279,Aizawa,Michiko,"Aizawa,Michiko","",
1280,Alho,Timo,"Alho,Timo","",
1281,Allen,Wade,"Allen,Wade","",
1282,Anderson,William,"Anderson,William","",
1283,Anisimov,Yuri,"Anisimov,Yuri","",
1284,Arai,Yasuo,"Arai,Yasuo","",
1285,Archuleta,Bernie,"Archuleta,Bernie","",
1683,Alnamlah,Ibrahim,"Alnamlah,Ibrahim",,2017-05-04 13:32:50.308468
1287,Atatekin,I,"Atatekin,I","",
1288,Auffenberg,Jan,"Auffenberg,Jan","",
1289,Autrey,Daryl,"Autrey,Daryl","",
1290,Baik,Kyoungmin,"Baik,Kyoungmin","",
1291,Baldwin,Charles,"Baldwin,Charles","",
1292,Barker,Austin,"Barker,Austin","",
1293,Barkovsky,Yuri,"Barkovsky,Yuri","",
1294,Barrette,Jean,"Barrette,Jean","",
1295,Baublis,Inna,"Baublis,Inna","",
1296,Baysinger,Brandon,"Baysinger,Brandon","",
1297,Behrendt,John,"Behrendt,John","",
1298,Bellaiche,F,"Bellaiche,F","",
1299,Bick,Michael,"Bick,Michael","",
1300,Bland,Wayne,"Bland,Wayne","",
1301,Bluhm,David,"Bluhm,David","",
1302,Bondila,Mariana,"Bondila,Mariana","",
1303,Brun,N,"Brun,N","",
1304,Cacace,Rachel,"Cacace,Rachel","",
1305,Cafferty,Maureen,"Cafferty,Maureen","",
1306,Chappell,Robin,"Chappell,Robin","",
1307,Chaurand,B,"Chaurand,B","",
1308,Chavez,Leslie,"Chavez,Leslie","",
1309,Chiang,FookChin,"Chiang,FookChin","",
1310,Christ,Tassilo,"Christ,Tassilo","",
1311,Chung,M,"Chung,M","",
1312,Cremonini,S,"Cremonini,S","",
1313,Crocker,Evan,"Crocker,Evan","",
1314,Crook,Dan,"Crook,Dan","",
1315,Cunitz,Herb,"Cunitz,Herb","",
1316,Danmura,A,"Danmura,A","",
1317,Diaz,J,"Diaz,J","",
1318,DiazValdes,Rafael,"DiazValdes,Rafael","",
1319,Dinesh,B,"Dinesh,B","",
1320,Dumonteil,Eric,"Dumonteil,Eric","",
1321,Duncavage,Eric,"Duncavage,Eric","",
1322,Dural,S,"Dural,S","",
1323,Earley,Donna,"Earley,Donna","",
1324,Ebisu,Kentaro,"Ebisu,Kentaro","",
1325,Echave,Manuel,"Echave,Manuel","",
1326,Edelmaier,Christopher,"Edelmaier,Christopher","",
1327,Edens,Lance,"Edens,Lance","",
1328,Eilerts,Scott,"Eilerts,Scott","",
1329,Emerson,Nate,"Emerson,Nate","",
1330,Endlich,Solomon,"Endlich,Solomon","",
1331,Enosawa,K,"Enosawa,K","",
1332,Ernst,Robert,"Ernst,Robert","",
1333,Evans,Arthur,"Evans,Arthur","",
1334,Evseev,V,"Evseev,V","",
1335,Fatemi,P,"Fatemi,P","",
1336,Felderman,Michael,"Felderman,Michael","",
1337,Feng,Jing,"Feng,Jing","",
1338,Filiminov,K,"Filiminov,K","",
1339,Freeman,John,"Freeman,John","",
1340,Funahashi,Haruhiko,"Funahashi,Haruhiko","",
1341,Furuhashi,Yoshie,"Furuhashi,Yoshie","",
1342,Gabbert,Dominik,"Gabbert,Dominik","",
1343,Gannon,Jack,"Gannon,Jack","",
1344,Gil,Yafa,"Gil,Yafa","",
1345,Glanville,Yvonne,"Glanville,Yvonne","",
1346,Gregor,S,"Gregor,S","",
1347,Gutschow,Bruce,"Gutschow,Bruce","",
1348,Hara,H,"Hara,H","",
1349,Hart,G,"Hart,G","",
1350,Hart,Gary,"Hart,Gary","",
1351,Hawkins,Leigh,"Hawkins,Leigh","",
1352,Hayashi,H,"Hayashi,H","",
1353,Hegedus,Akos,"Hegedus,Akos","",
1354,Heistermann,Fritz,"Heistermann,Fritz","",
1355,Held,Steven,"Held,Steven","",
1356,Henneke,Heather,"Henneke,Heather","",
1357,Henry,Matt,"Henry,Matt","",
1358,Hicks,Steven,"Hicks,Steven","",
1359,Higuchi,R,"Higuchi,R","",
1360,Hinterbichler,Kurt,"Hinterbichler,Kurt","",
1361,Hirano,T,"Hirano,T","",
1362,Hosokawa,Kazuhiro,"Hosokawa,Kazuhiro","",
1644,Solovev,Vladimir,"Solovev,Vladimir",,2015-12-18 00:22:02.558693
1364,Hunter,Clint_Travis,"Hunter,Clint_Travis","",
1365,Ishii,Kenichi,"Ishii,Kenichi","",
1366,Ishikawa,T,"Ishikawa,T","",
1367,Isse,Masatsugu,"Isse,Masatsugu","",
1368,Iwata,Y,"Iwata,Y","",
1274,Lee,Namhee,"Namhee,Lee","",
1370,Kahn,Steve,"Kahn,Steve","",
1371,Kalliokoski,Tuomo,"Kalliokoski,Tuomo","",
1372,Kaminaga,Shigeto,"Kaminaga,Shigeto","",
1373,Kaminaga,Y,"Kaminaga,Y","",
1374,Karar,A,"Karar,A","",
1375,Kato,Sumio,"Kato,Sumio","",
1376,Kelley,MaryAnne,"Kelley,MaryAnne","",
1377,Kelley,Mike,"Kelley,Mike","",
1378,Kennedy,M,"Kennedy,M","",
1379,Khomoutnikov,Alexei,"Khomoutnikov,Alexei","",
1380,Kim,JungLan,"Kim,JungLan","",
1381,Kitamura,Kenichi,"Kitamura,Kenichi","",
1382,Klaus,Jaroslav,"Klaus,Jaroslav","",
1383,Klinksiek,Steve,"Klinksiek,Steve","",
1384,Kolesnikov,Vadim,"Kolesnikov,Vadim","",
1385,Kornacki,Evan,"Kornacki,Evan","",
1386,Kotsev,Nikolay,"Kotsev,Nikolay","",
1387,Kozlov,Vladimir,"Kozlov,Vladimir","",
1388,Krycka,K,"Krycka,K","",
1389,Krycka,Kathryn,"Krycka,Kathryn","",
1390,Kryshen,Evgeni,"Kryshen,Evgeni","",
1391,Kudin,Leonid,"Kudin,Leonid","",
1392,Kung,Edward,"Kung,Edward","",
1393,Kurata,M,"Kurata,M","",
1394,Kuriatkov,V,"Kuriatkov,V","",
1395,Lee,SangWan,"Lee,SangWan","",
1396,Leonard,S,"Leonard,S","",
1397,Levkova,Ludmila,"Levkova,Ludmila","",
1398,Linzey,Megan,"Linzey,Megan","",
1399,Liu,Xiaoping,"Liu,Xiaoping","",
1400,Liu,Zuhua,"Liu,Zuhua","",
1595,Hill,Kurt,"Hill,Kurt",,2014-07-21 17:05:49.606341
1684,Raisbeck,Cole,"Raisbeck,Cole",,2017-05-04 13:34:21.229979
1402,Longbotham,Nathan,"Longbotham,Nathan","",
1403,Lopez,J,"Lopez,J","",
1404,Lowe,Jim,"Lowe,Jim","",
1405,Lu,Shaojun,"Lu,Shaojun","",
1406,Luquin,Lionel,"Luquin,Lionel","",
1407,Mahon,Jack,"Mahon,Jack","",
1408,Marion,Denis,"Marion,Denis","",
1409,Markacs,Stephen,"Markacs,Stephen","",
1410,Markushin,D,"Markushin,D","",
1411,Martig,Marie,"Martig,Marie","",
1412,Maruyama,Yuu,"Maruyama,Yuu","",
1413,Masaike,A,"Masaike,A","",
1414,May,Dallas,"May,Dallas","",
1415,McGahern,Bill,"McGahern,Bill","",
1416,McGrath,Bob,"McGrath,Bob","",
1417,McKenney,Shawn,"McKenney,Shawn","",
1418,Meehan,Pat,"Meehan,Pat","",
1419,Melkumov,Ggregori,"Melkumov,Ggregori","",
1420,Merschmeyer,Markus,"Merschmeyer,Markus","",
1421,Mertens,David,"Mertens,David","",
1422,Mexner,Vanessa,"Mexner,Vanessa","",
1423,Miftakhov,Nail,"Miftakhov,Nail","",
1424,Miyamoto,Y,"Miyamoto,Y","",
1425,Miyamura,O,"Miyamura,O","",
1426,Montoya,B,"Montoya,B","",
1427,Muto,Ryotaro,"Muto,Ryotaro","",
1428,Nakamura,Masanobu,"Nakamura,Masanobu","",
1429,Narisawa,Masanori,"Narisawa,Masanori","",
1430,Nasta,Jo-Ann,"Nasta,Jo-Ann","",
1431,Nikkinen,Leo,"Nikkinen,Leo","",
1432,Nomura,S,"Nomura,S","",
1433,Obenshain,Felix,"Obenshain,Felix","",
1434,Oinonen,Markku,"Oinonen,Markku","",
1435,Okamura,Masahiro,"Okamura,Masahiro","",
1436,Pasmantirer,Beni,"Pasmantirer,Beni","",
1437,Pearson,Charlie,"Pearson,Charlie","",
1438,Perevoztchikov,V,"Perevoztchikov,V","",
1439,Petiau,Pierre,"Petiau,Pierre","",
1440,Prigl,Ralf,"Prigl,Ralf","",
1441,Puill,G,"Puill,G","",
1442,Qi,Y,"Qi,Y","",
1443,Quigley,Dan,"Quigley,Dan","",
1444,Ramasamy,Easwaramoorthi,"Ramasamy,Easwaramoorthi","",
1445,Reznikov,Sergey,"Reznikov,Sergey","",
1446,Robinson,Scott,"Robinson,Scott","",
1447,Rotival,Vincent,"Rotival,Vincent","",
1448,Rudati,Juana,"Rudati,Juana","",
1449,Ruggiero,Richie,"Ruggiero,Richie","",
1450,Rumpf,M,"Rumpf,M","",
1451,Ryzhinskiy,Mikhail,"Ryzhinskiy,Mikhail","",
1452,Sacks,Anthony,"Sacks,Anthony","",
1453,Saito,Shota,"Saito,Shota","",
1454,Sakaguchi,A,"Sakaguchi,A","",
1455,Sako,H,"Sako,H","",
1456,Sakuma,Fuminori,"Sakuma,Fuminori","",
1457,Sakuma,T,"Sakuma,T","",
1458,Salat,Chris,"Salat,Chris","",
1459,Sandhoff,Bill,"Sandhoff,Bill","",
1460,Sanjeewa,Hakmana,"Sanjeewa,Hakmana","",
1461,Savino,Ray,"Savino,Ray","",
1462,Schlei,Bernd,"Schlei,Bernd","",
1463,Seckler,Sean,"Seckler,Sean","",
1464,Sekimoto,Michiko,"Sekimoto,Michiko","",
1465,Seppanen,Henri,"Seppanen,Henri","",
1466,Shimada,T,"Shimada,T","",
1467,Sippach,Fred,"Sippach,Fred","",
1468,Skank,Harold,"Skank,Harold","",
1469,Smith,Gary,"Smith,Gary","",
1470,Sparikh,Harshil,"Sparikh,Harshil","",
1471,Sridhar,Manoj,"Sridhar,Manoj","",
1472,Starinsky,N,"Starinsky,N","",
1473,Stone,Adam,"Stone,Adam","",
1474,Stotzer,R,"Stotzer,R","",
1475,Sumi,Y,"Sumi,Y","",
1476,Sun,Zuxun,"Sun,Zuxun","",
1477,Takata,Y,"Takata,Y","",
1478,Taniguchi,Etsuji,"Taniguchi,Etsuji","",
1479,Tarakanov,Vyacheslav,"Tarakanov,Vyacheslav","",
1480,Tarasenkova,Olga,"Tarasenkova,Olga","",
1481,Thomas,William,"Thomas,William","",
1482,Tian,Wei,"Tian,Wei","",
1483,Udumaki,Takeyoshi,"Udumaki,Takeyoshi","",
1484,Urasawa,S,"Urasawa,S","",
1485,VanLith,Marty,"VanLith,Marty","",
1486,Vassent,Maurice,"Vassent,Maurice","",
1487,Vesztergombi,G,"Vesztergombi,G","",
1488,Vishnevskii,V,"Vishnevskii,V","",
1489,Vorobyov,Aleksei,"Vorobyov,Aleksei","",
1490,Wang,Feng,"Wang,Feng","",
1491,Wang,Haiqiao,"Wang,Haiqiao","",
1492,Wang,Qin,"Wang,Qin","",
1493,Wang,Sai-Lung,"Wang,Sai-Lung","",
1494,Webster,Joseph,"Webster,Joseph","",
1495,White,John,"White,John","",
1496,Willis,Preston,"Willis,Preston","",
1497,Wilson,Keegan,"Wilson,Keegan","",
1498,Wolfe,David,"Wolfe,David","",
1499,Wong-Swanson,Belinda,"Wong-Swanson,Belinda","",
1500,Yagi,Kohsuke,"Yagi,Kohsuke","",
1501,Yokoro,A,"Yokoro,A","",
1502,Yokota,Y,"Yokota,Y","",
1503,Yoon,Sunghoo,"Yoon,Sunghoo","",
1504,Yosoi,Mamoru,"Yosoi,Mamoru","",
1505,Zavatskiy,Maxim,"Zavatskiy,Maxim","",
1506,Thomas,Jim,"Thomas,Jim","",
1507,Dai,Mike,"Dai,Mike","",
1508,Sun,Mingxiu,"Sun,Mingxiu","",
1509,Lee,C,"Lee,C","",
1510,Zhou,F,"Zhou,F","",
1511,Sato,A,"Sato,A","",
1512,Chung,B,"Chung,B","",
1513,Park,C. S.,"Park,C.S.","",
1514,Kim,B. D.,"Kim,B.D.","",
50,Yamamoto,Robert,"Yamamoto,Robert",,
1515,Adachi,S,"Adachi,S","",
1516,Akiyama,T,"Akiyama,T","",
1517,Anderson,N,"Anderson,N","",
1646,Kim,Minho,"Kim,Minho",,2016-01-20 10:51:36.594321
1519,Chen,Z,"Chen,Z","",
1520,Cope,LeRoy,"Cope,LeRoy","",
1521,Ebesu,S,"Ebesu,S","",
1522,En-Yo,Yokosawa,"En-Yo,Yokosawa","",
1617,Dumancic,Mirta,"Dumancic,Mirta",,2015-02-18 02:29:30.126583
1524,Gilitsky,Yu,"Gilitsky,Yu","",
1525,Gogiberizde,G,"Gogiberizde,G","",
1526,Hata,M,"Hata,M","",
1527,Hutchison,M,"Hutchison,M","",
1528,Ikeno,M,"Ikeno,M","",
1529,Kawamura,H,"Kawamura,H","",
1531,Melnikov,Y,"Melnikov,Y","",
1532,Moore,Tony,"Moore,Tony","",
1533,Muzinger,P,"Muzinger,P","",
1534,Nakanishi,R,"Nakanishi,R","",
1535,Nianine,A,"Nianine,A","",
1536,Nitta,M,"Nitta,M","",
1537,O'Connor,P,"O'Connor,P","",
1538,Parakat,T,"Parakat,T","",
1539,Sada,Y,"Sada,Y","",
1540,Sasaki,O,"Sasaki,O","",
1541,Seitaibashi,E,"Seitaibashi,E","",
1542,Setao,R,"Setao,R","",
1543,Sibiryak,Yu,"Sibiryak,Yu","",
1544,Toyoda,T,"Toyoda,T","",
1545,Xu,Guanghua,"Xu,Guanghua","",
1546,Xu,G,"Xu,G","",
1547,Yu,B,"Yu,B","",
1154,Britton,Chuck,"Britton_Jr.,Chuck","",
1548,Sumita,Takayuki,"Sumita,Takayuki","",
1596,Werth,Christopher,"Werth,Christopher",,2014-09-15 12:45:05.651199
1647,Johnstone,James,"Johnstone,James",,2016-02-01 12:33:29.927594
1549,Alfred,Marcus,"Alfred,Marcus","",
1550,Hallman,Tim,"Hallman,Tim","",
1551,Bourrely,Claude,"Bourrely,Claude","",
1552,Nyak,Tapan,"Nyak,Tapan","",
1553,Hotvedt,Nels,"Hotvedt,Nels","",
1554,Rinn,Timothy,"Rinn,Timothy","",
1555,White,Aaron,"White,Aaron","",
1556,Osborn,Joseph,"Osborn,Joseph","",
657,Taranenko,Arkadij,"Taranenko,Arkadij",,
1649,Morrow,Sylvia,"Morrow,Sylvia",,2016-02-03 18:14:11.329102
1557,Zou,Liankun,"Zou,Liankun","",
1618,Lovasz,Koppany,"Lovasz,Koppany",,2015-02-20 10:08:46.654924
1651,Peng,Weizhuang,"Peng,Weizhuang",,2016-02-04 16:04:31.52295
1685,Hanson,Sam,"Hanson,Sam",,2017-05-04 13:35:39.603227
1652,Novotny,Radek,"Novotny,Radek",,2016-02-25 06:52:12.425641
1622,Leung,Yuehang,"Leung,Yuehang",,2015-03-02 12:58:43.147376
1653,Jorjadze,Vasily,"Jorjadze,Vasily",,2016-03-02 12:40:53.109481
1654,Liu,Landiao,"Liu,Landiao",,2016-03-02 13:36:57.031234
1655,Smith,Krista,"Smith,Krista",,2016-03-02 15:37:49.080903
1656,Ayuso,Catherine,"Ayuso,Catherine",,2016-03-03 08:37:42.165375
1558,Coe,Benjamin,"Coe,Benjamin",,2013-11-18 14:29:19.456186
1559,Chang,JaeHyeok,"Chang,JaeHyeok",,2013-11-18 16:15:19.890103
1560,Ko,Youngkwang,"Ko,Youngkwang",,2013-11-18 16:17:07.108884
1561,Quadri,Amiel,"Quadri,Amiel",,2013-11-18 16:17:44.889257
1657,Lewis,Nicole,"Lewis,Nicole",,2016-03-06 20:32:53.028575
1658,Syed,Sawaiz,"Syed,Sawaiz",,2016-03-14 10:22:53.638938
1659,Wang,Zhiyan,"Wang,Zhiyan",,2016-03-14 14:17:09.347502
1660,Richford,Daniel,"Richford,Daniel",,2016-03-18 14:43:03.690557
1661,Mihalik,Darin,"Mihalik,Darin",,2016-03-23 18:31:29.654047
1662,Kimball,Matthew,"Kimball,Matthew",,2016-04-12 15:58:40.147874
1663,Stien,Haley,"Stien,Haley",,2016-04-12 16:00:19.789608
1664,Waltmann,Thomas,"Waltmann,Thomas",,2016-04-20 14:09:07.075606
1665,Sato,Kazuki,"Sato,Kazuki",,2016-04-27 07:48:51.030329
1666,Skoby,Michael,"Skoby,Michael",,2016-05-05 12:41:30.950605
1667,Kasza,Gábor,"Kasza,Gábor",,2016-05-10 15:26:07.698716
1669,CanoaRoman,Veronica,"CanoaRoman,Veronica",,2016-05-11 22:52:10.996544
1670,Ito,Yuri,"Ito,Yuri",,2016-05-18 02:36:52.767496
1140,Kimura,Mizuki,"Kimura,Mizuki","",
1671,Lallow,Emran,"Lallow,Emran",,2016-05-24 16:41:08.326633
1672,Mendez,Alan,"Mendez,Alan",,2016-06-06 15:50:38.312971
1673,Silva,James,"Silva,James",,2016-06-06 15:57:01.252655
1674,Dusing,John,"Dusing,John",,2016-06-12 01:07:50.766909
1598,Lindesay,James,"Lindesay,James",,2014-09-22 18:28:20.59862
1599,Kapukchyan,David,"Kapukchyan,David",,2014-09-26 14:50:14.435787
634,Fokin,Sergey,"Fokin,Sergey",,
1621,Nagai,Kei,"Nagai,Kei",,2015-02-27 16:22:40.356258
1600,Ueda,Yosuke,"Ueda,Yosuke",,2014-12-01 10:18:44.083432
1601,Safonov,Aleksei,"Safonov,Aleksei",,2014-12-17 10:23:04.861945
1602,Wong,CheukPing,"Wong,CheukPing",,2014-12-18 11:40:13.525713
1603,Chaturvedi,OmShivKrishna,"Chaturvedi,OmShivKrishna",,2014-12-24 03:01:22.356591
1604,Karthas,Stacy,"Karthas,Stacy",,2014-12-29 07:46:42.590916
